1,0.112,2,69484,0,0
2,0.119,2,69484,0,0
3,30.883,3751,133679152,0,0
4,6.716,406,14226598,0,0
5,41.92,3751,133695408,0,0
6,44.438,3751,133704266,0,0
7,44.224,3751,133715352,0,0
8,7.172,406,14226828,0,0
9,111.03,36840,330372220,0,0
10,82.671,36839,263404068,0,0
11,132.867,36840,330386978,0,0
12,8.197,406,14226598,0,0
13,134.973,36840,331911942,0,0
14,35.858,3751,133715678,0,0
15,34.077,3751,133701918,0,0
16,45.181,3751,133734268,0,0
17,45.661,3751,133766308,0,0
18,106.658,36840,329600962,0,0
19,117.846,36840,332285568,0,0
20,122.663,36840,329295872,0,0
21,127.095,36840,331652620,0,0
22,44.598,3751,133685024,0,0
23,23.32,3751,133676782,0,0
24,35.806,3751,133677520,0,0
25,38.287,3751,133681464,0,0
26,26.272,3751,133679960,0,0
27,33.913,3751,133679546,0,0
28,113.76,7424,264867414,0,0
29,89.07,7414,264424864,0,0
30,112.907,36840,332121968,0,0
31,76.574,37262,253812250,0,0
32,6.639,406,14226828,0,0
33,25.79,3751,133675528,0,0
34,27.676,3751,133681702,0,0
35,32.461,3751,133675586,0,0
36,80.451,36839,263901858,0,0
37,103.68,36840,330246178,0,0
38,6.446,406,14226598,0,0
39,113.753,36840,330752072,0,0
40,33.839,3751,133692092,0,0
41,34.37,3751,133696282,0,0
42,120.098,36840,330855110,0,0
43,112.522,36840,329543054,0,0
44,117.848,36840,331122558,0,0
45,36.859,3751,133677660,0,0
46,26.964,3751,133682206,0,0
47,35.607,3751,133727792,0,0
48,33.874,3751,133675844,0,0
49,26.691,3751,133680118,0,0
50,36.682,3751,133694042,0,0
51,83.309,7420,264569264,0,0
52,65.544,7350,262169756,0,0
