1,0.746,51,1801590,0,0
2,0.225,8,263004,0,0
3,0.813,51,1800938,0,0
4,0.784,51,1801336,0,0
5,0.816,51,1800900,0,0
6,2.528,623,5205054,0,0
7,2.063,622,4469362,0,0
8,2.655,623,5205216,0,0
9,0.235,8,262774,0,0
10,2.595,623,5212210,0,0
11,0.69,51,1799616,0,0
12,0.775,51,1799670,0,0
13,0.78,51,1799882,0,0
14,2.541,623,5215926,0,0
15,2.592,623,5215656,0,0
16,2.672,623,5215028,0,0
17,2.459,623,5216390,0,0
18,1.952,627,3931294,0,0
19,0.179,8,262546,0,0
20,0.645,51,1795180,0,0
21,0.607,51,1794392,0,0
22,0.707,51,1796770,0,0
23,1.926,622,4478708,0,0
24,2.379,623,5214756,0,0
25,0.189,8,262776,0,0
26,2.442,623,5216134,0,0
27,0.7,51,1796680,0,0
28,0.708,51,1798840,0,0
29,2.442,623,5217240,0,0
30,2.516,623,5216542,0,0
31,2.535,623,5217270,0,0
