200.0,1.0,71.33333333333333,15.0,0.0,0.0
200.0,1.0,71.0,12.0,0.0,0.0
200.0,1.0,111.33333333333333,11.0,0.0,0.0
200.0,1.0,165.0,14.0,0.0,0.0
200.0,1.0,264.3333333333333,14.0,0.0,0.0
200.0,1.0,124.66666666666667,7933.0,0.0,0.0
200.0,1.0,94.0,7724.0,0.0,0.0
200.0,1.0,304.0,7821.0,0.0,0.0
200.0,1.0,114.66666666666667,7795.0,0.0,0.0
200.0,1.0,615.0,7925.0,0.0,0.0
200.0,1.0,91.33333333333333,2830.0,0.0,0.0
200.0,1.0,474.6666666666667,2829.0,0.0,0.0
200.0,1.0,364.6666666666667,2790.0,0.0,0.0
200.0,1.0,142.66666666666666,135603.0,0.0,0.0
200.0,1.0,828.3333333333334,269369.0,0.0,0.0
200.0,1.0,722.0,269241.0,0.0,0.0
200.0,1.0,152.66666666666666,269522.0,0.0,0.0
200.0,1.0,146.33333333333334,29084.0,0.0,0.0
200.0,1.0,73.66666666666667,14.0,0.0,0.0
200.0,1.0,71.33333333333333,15.0,0.0,0.0
200.0,1.0,80.0,15.0,0.0,0.0
200.0,1.0,83.0,15.0,0.0,0.0
200.0,1.0,72.66666666666667,7821.0,0.0,0.0
200.0,1.0,120.33333333333333,7933.0,0.0,0.0
200.0,1.0,64.66666666666667,7795.0,0.0,0.0
200.0,1.0,131.66666666666666,7933.0,0.0,0.0
200.0,1.0,93.66666666666667,2830.0,0.0,0.0
200.0,1.0,90.33333333333333,2830.0,0.0,0.0
200.0,1.0,146.66666666666666,135603.0,0.0,0.0
200.0,1.0,165.66666666666666,269518.0,0.0,0.0
200.0,1.0,156.33333333333334,269518.0,0.0,0.0
