31.623307817,4,1.02443214E8,108.0,0,1.65314019725,0.0,229.73543405532837,0.0,0.05048513412475586,0.0,2.56108035E7,0.0,0.0
2.313128078,1,3018281.0,0.0,0,0.534543152,0.0,3.578662872314453,0.0,4.76837158203125E-4,0.0,3018281.0,0.0,0.0
43.059188046,3,2.473487E7,72.0,0,1.5574556536666666,0.0,1.9734700520833333,0.0,0.048478444417317704,0.0,8244956.666666667,0.0,0.0
36.481713091,3,3.5114265E7,72.0,0,1.542783318,0.0,2.3179848988850913,0.0,0.0400543212890625,0.0,1.1704755E7,0.0,0.0
36.224678796,4,4.4094926E7,108.0,0,1.5121210404999998,0.0,2.2832155227661133,0.0,0.0584721565246582,0.0,1.10237315E7,0.0,0.0
61.011835235,28,7.5864187E7,972.0,0,1.518380543142857,0.0,2.421191760471889,0.0,0.055083206721714566,0.0,2709435.250000001,0.0,0.0
36.92504575,23,9126202.0,792.0,0,1.4991301963913044,0.0,2.2658472475798233,0.0,0.05707533463187839,0.0,396791.39130434784,0.0,0.0
62.937108905,28,7.5864186E7,972.0,0,1.4770922279285714,0.0,2.3386904171534946,0.0,0.05595173154558454,0.0,2709435.2142857146,0.0,0.0
9.284644791,1,6702610.0,0.0,0,0.534437733,0.0,3.3066272735595703,0.0,7.152557373046875E-4,0.0,6702610.0,0.0,0.0
72.222476118,27,1.00288636E8,936.0,0,1.5300962457407405,0.0,2.4031091619420937,0.0,0.0542093206334997,0.0,3714393.9259259263,0.0,0.0
49.619996458,3,6.8079199E7,72.0,0,1.5885172173333333,0.0,2.7053356170654297,0.0,0.05499521891276042,0.0,2.2693066333333332E7,0.0,0.0
57.708058057,3,5.9098713E7,72.0,0,1.5673760193333333,0.0,2.4277369181315103,0.0,0.05213419596354167,0.0,1.9699571E7,0.0,0.0
34.404950363,4,6.8079375E7,108.0,0,1.309565783,0.0,2.524256706237793,0.0,0.04780292510986328,0.0,1.701984375E7,0.0,0.0
74.31940376,28,1.36044203E8,972.0,0,1.4845954390357146,0.0,2.4796554020472934,0.0,0.054836273193359375,0.0,4858721.535714287,0.0,0.0
87.018228354,27,1.24816304E8,936.0,0,1.5175050594074075,0.0,2.616873493901005,0.0,0.054650836520724826,0.0,4622826.074074075,0.0,0.0
70.592350633,27,1.36044035E8,936.0,0,1.509165055703704,0.0,2.4800123991789635,0.0,0.054792121604636854,0.0,5038667.962962963,0.0,0.0
67.309708329,28,1.26940604E8,972.0,0,1.5258274743571427,0.0,2.4977581841605048,0.0,0.054138047354561944,0.0,4533593.0,0.0,0.0
49.344492946,20,5.4868831E7,684.0,0,1.53047069235,0.0,1.9785404205322266,0.0,0.0535130500793457,0.0,2743441.55,0.0,0.0
5.431293152,1,3018282.0,0.0,0,0.504978606,0.0,3.352642059326172,0.0,7.152557373046875E-4,0.0,3018282.0,0.0,0.0
42.860911541,3,2.4734868E7,72.0,0,1.5454978493333333,0.0,2.0575523376464844,0.0,0.03846486409505208,0.0,8244956.0,0.0,0.0
74.9989131,3,3.5114264E7,72.0,0,1.5180230463333333,0.0,2.142031987508138,0.0,0.05364418029785156,0.0,1.1704754666666666E7,0.0,0.0
54.430316548,4,4.4094926E7,108.0,0,1.48295911075,0.0,2.986013889312744,0.0,0.05251169204711914,0.0,1.10237315E7,0.0,0.0
35.350287206,22,9126019.0,756.0,0,1.501496419181818,0.0,1.8453056162053887,0.0,0.05424022674560547,0.0,414819.04545454547,0.0,0.0
61.807176248,28,7.58642E7,972.0,0,1.5210788847500003,0.0,2.537054674965995,0.0,0.053329127175467346,0.0,2709435.714285714,0.0,0.0
7.497960589,1,6702609.0,0.0,0,0.519314341,0.0,3.1735897064208984,0.0,4.76837158203125E-4,0.0,6702609.0,0.0,0.0
68.889856154,27,1.00288634E8,936.0,0,1.510287039814815,0.0,2.5415773744936345,0.0,0.05274348788791232,0.0,3714393.8518518517,0.0,0.0
42.251253063,3,5.9098711E7,72.0,0,1.5458823103333332,0.0,2.0240147908528647,0.0,0.04506111145019531,0.0,1.9699570333333332E7,0.0,0.0
48.116132959,3,6.8079198E7,72.0,0,1.5547465783333332,0.0,2.2176106770833335,0.0,0.040928522745768234,0.0,2.2693066E7,0.0,0.0
64.07543183,27,1.24816296E8,936.0,0,1.4966208633703706,0.0,2.472736217357495,0.0,0.05518948590313947,0.0,4622825.777777778,0.0,0.0
75.30977811,28,1.36044206E8,972.0,0,1.4969414064642854,0.0,2.450389521462577,0.0,0.05470854895455497,0.0,4858721.642857144,0.0,0.0
