1,0.111,2,69484,0,0
2,0.118,2,69484,0,0
3,34.244,3751,133806758,0,0
4,7.069,406,14227288,0,0
5,46.894,3751,133827292,0,0
6,38.402,3751,133785730,0,0
7,45.61,3751,133948294,0,0
8,6.365,406,14226828,0,0
9,110.506,36840,331225090,0,0
10,85.801,36839,263680006,0,0
11,133.566,36840,332291026,0,0
12,7.692,406,14226828,0,0
13,139.243,36840,333538798,0,0
14,34.25,3751,133846066,0,0
15,36.923,3751,133779256,0,0
16,43.894,3751,133735902,0,0
17,45.063,3751,133759800,0,0
18,112.089,36840,332118512,0,0
19,123.829,36840,333090956,0,0
20,143.743,36840,333007574,0,0
21,138.574,36840,332221542,0,0
22,49.074,3751,133728056,0,0
23,24.413,3751,133685702,0,0
24,39.38,3751,133951160,0,0
25,45.568,3751,133742190,0,0
26,27.765,3751,133730258,0,0
27,37.062,3751,133891070,0,0
28,115.784,7427,265042198,0,0
29,100.096,7424,265066554,0,0
30,119.805,36840,332372596,0,0
31,87.616,37262,253820804,0,0
32,6.363,406,14226598,0,0
33,32.699,3751,133684764,0,0
34,29.503,3751,133676960,0,0
35,30.754,3751,133681362,0,0
36,76.476,36839,262896050,0,0
37,117.204,36840,332946812,0,0
38,6.374,406,14226598,0,0
39,117.799,36840,332858002,0,0
40,37.273,3751,133842012,0,0
41,33.434,3751,133691978,0,0
42,119.268,36840,331010584,0,0
43,108.411,36840,333406126,0,0
44,117.737,36840,333275892,0,0
45,38.124,3751,133736694,0,0
46,27.218,3751,133706928,0,0
47,35.201,3751,133831784,0,0
48,36.809,3751,133891076,0,0
49,32.181,3751,133992838,0,0
50,39.442,3751,133760826,0,0
51,88.896,7425,264902806,0,0
52,68.17,7404,264161050,0,0
