1,0.132,2,66868,0,0
2,0.148,2,66868,0,0
3,0.788,51,1789316,0,0
4,0.294,8,261856,0,0
5,0.951,51,1790668,0,0
6,1.054,51,1791596,0,0
7,0.921,51,1792606,0,0
8,0.256,8,262544,0,0
9,2.603,623,5187932,0,0
10,2.017,622,4424260,0,0
11,2.518,623,5200808,0,0
12,0.388,8,261856,0,0
13,2.615,623,5197280,0,0
14,0.839,51,1790042,0,0
15,0.882,51,1793398,0,0
16,1.037,51,1795084,0,0
17,1.216,51,1792436,0,0
18,2.321,623,5186742,0,0
19,2.47,623,5177024,0,0
20,2.689,623,5199414,0,0
21,2.772,623,5197746,0,0
22,1.104,51,1791306,0,0
23,0.719,51,1789780,0,0
24,1.132,51,1792454,0,0
25,1.229,51,1790248,0,0
26,0.787,51,1791764,0,0
27,0.885,51,1792522,0,0
28,1.926,51,1791346,0,0
29,1.687,51,1794584,0,0
30,2.412,623,5202480,0,0
31,1.838,627,3922762,0,0
32,0.259,8,261856,0,0
33,0.751,51,1790292,0,0
34,1.003,51,1795150,0,0
35,0.937,51,1791512,0,0
36,1.929,622,4404350,0,0
37,2.341,623,5190102,0,0
38,0.262,8,261856,0,0
39,2.292,623,5193888,0,0
40,0.809,51,1792370,0,0
41,0.854,51,1790758,0,0
42,2.436,623,5205520,0,0
43,2.367,623,5207162,0,0
44,2.457,623,5208400,0,0
45,1.105,51,1794790,0,0
46,0.819,51,1798354,0,0
47,0.983,51,1796018,0,0
48,1.014,51,1794166,0,0
49,0.927,51,1791206,0,0
50,1.101,51,1793578,0,0
51,1.604,51,1793960,0,0
52,1.188,51,1794788,0,0
