"count","p"
224,"http://dbpedia.org/property/sepMean_percent_C2_percent_B0c"
1,"http://dbpedia.org/property/_2009Location"
2,"http://dbpedia.org/property/yearOfCreation"
2,"http://dbpedia.org/property/parti4prosentendring"
46,"http://dbpedia.org/property/runnerffcount"
15,"http://dbpedia.org/property/conference9Wins"
7,"http://dbpedia.org/property/game8Score"
1,"http://dbpedia.org/property/percentReligion"
16,"http://dbpedia.org/property/inService"
19,"http://dbpedia.org/property/popdensityrank"
33,"http://dbpedia.org/property/mounting"
42,"http://dbpedia.org/property/coachgames_percent_28wins_percent_29"
287,"http://dbpedia.org/property/sealSize"
3,"http://dbpedia.org/property/development"
1,"http://dbpedia.org/property/stat31value"
4,"http://dbpedia.org/property/german"
1,"http://dbpedia.org/property/r8LengthM"
1,"http://dbpedia.org/property/totallydisputed"
891,"http://dbpedia.org/ontology/refseq"
150,"http://dbpedia.org/property/wingers"
1,"http://dbpedia.org/property/majorShareholders"
67,"http://dbpedia.org/property/arabicName"
25523,"http://dbpedia.org/property/elevationMaxM"
3,"http://dbpedia.org/property/stateCompetition"
1,"http://dbpedia.org/property/partie"
1,"http://dbpedia.org/property/churchWarden"
10,"http://dbpedia.org/property/prer_percent_C3_percent_B8rostrondheim"
1,"http://dbpedia.org/property/neverOwner"
110,"http://dbpedia.org/property/chiefscout"
434,"http://dbpedia.org/property/via"
38,"http://dbpedia.org/property/partial"
4,"http://dbpedia.org/property/genitalia"
1,"http://dbpedia.org/property/patternCap"
4,"http://dbpedia.org/property/instrument5Name"
1,"http://dbpedia.org/property/vida"
247,"http://dbpedia.org/property/villain"
1,"http://dbpedia.org/property/soundsignal"
152,"http://dbpedia.org/property/l_percent_C3_percent_A4nge"
85,"http://dbpedia.org/property/moduleCode"
32,"http://dbpedia.org/property/gap"
4,"http://dbpedia.org/property/_250Manufacturers"
2,"http://dbpedia.org/property/secondManager"
2,"http://dbpedia.org/property/bowls"
1,"http://dbpedia.org/property/actionDirectors"
8,"http://dbpedia.org/property/driversChampAsia"
169,"http://dbpedia.org/property/dischargeMinImperial"
169,"http://dbpedia.org/property/boxwidth"
2279,"http://dbpedia.org/property/areaCodeType"
1,"http://dbpedia.org/property/specialistAreas"
18,"http://dbpedia.org/property/atpCategory"
172,"http://dbpedia.org/property/nbcomm"
15,"http://dbpedia.org/property/excludeTer"
2,"http://dbpedia.org/property/dogs"
31,"http://dbpedia.org/property/badgecaption"
62,"http://dbpedia.org/property/loser"
1,"http://dbpedia.org/property/period9BorderWidth"
3,"http://dbpedia.org/property/thesSocsci"
1,"http://dbpedia.org/property/nombreCompleto"
45,"http://dbpedia.org/property/lastTruckWin"
1,"http://dbpedia.org/property//cityLatd"
9,"http://dbpedia.org/property/homeHlf"
1,"http://dbpedia.org/property/nearestCity_percent_28s_percent_29"
4,"http://dbpedia.org/property/ecBest"
9,"http://dbpedia.org/property/munasof"
21,"http://dbpedia.org/property/warStart"
5,"http://dbpedia.org/property/fastQuadchair"
7,"http://dbpedia.org/property/homeClubs"
2,"http://dbpedia.org/property/cableLayer"
1,"http://dbpedia.org/property/whith"
19,"http://dbpedia.org/property/_1rpSeed"
46,"http://dbpedia.org/property/volcanicGroup"
19,"http://dbpedia.org/property/subfamily"
12,"http://dbpedia.org/property/include_percent_27capacity_percent_27Field_percent_3F"
8,"http://dbpedia.org/property/week1717Color"
36,"http://dbpedia.org/property/battingSecondFlag"
1,"http://dbpedia.org/property/proRector"
66,"http://dbpedia.org/property/infrafamilia"
1,"http://dbpedia.org/property/placOfBirth"
2,"http://dbpedia.org/property/bar22Colour"
9,"http://dbpedia.org/property/launcher"
2,"http://dbpedia.org/property/characterDesigner"
2,"http://dbpedia.org/property/minorWins"
26,"http://dbpedia.org/property/governmentFootnotes"
32,"http://dbpedia.org/ontology/aircraftPatrol"
7,"http://dbpedia.org/property/worldChampionship"
4,"http://dbpedia.org/property/norris"
13,"http://dbpedia.org/property/gameTitle"
4,"http://dbpedia.org/property/lgThird"
4,"http://dbpedia.org/property/t7r"
1,"http://dbpedia.org/property/captain_percent_28men_percent_29"
1,"http://dbpedia.org/property/communityWebsite"
1,"http://dbpedia.org/property/shortDescrpition"
198,"http://dbpedia.org/property/nummerierung"
174,"http://dbpedia.org/property/ownerOper"
341,"http://dbpedia.org/property/call"
1,"http://dbpedia.org/property/careerEarnings"
319,"http://dbpedia.org/property/symboldescription"
6,"http://dbpedia.org/property/damagespost"
1,"http://dbpedia.org/property/can"
245,"http://dbpedia.org/property/fedStatus"
363,"http://dbpedia.org/property/setupTime"
2,"http://dbpedia.org/property/formerOperator"
2,"http://dbpedia.org/property/funicularsTitol"
1,"http://dbpedia.org/property/partyNameDa"
1,"http://dbpedia.org/property/currentLeader"
5,"http://dbpedia.org/property/ethnicGroup"
162,"http://dbpedia.org/ontology/hsvCoordinateHue"
2,"http://dbpedia.org/property/shoulders"
77360,"http://dbpedia.org/property/pushpinMap"
4,"http://dbpedia.org/property/unreleased"
89,"http://dbpedia.org/property/combatRadiusMain"
49,"http://dbpedia.org/property/significantother"
28,"http://dbpedia.org/property/janRainInch"
1,"http://dbpedia.org/property/pointsScorer"
14,"http://dbpedia.org/property/kom3points"
1,"http://dbpedia.org/property///undergrad"
1,"http://dbpedia.org/property/localRadio"
1,"http://dbpedia.org/property/aircraftRegistration"
8,"http://dbpedia.org/property/away6pos"
3,"http://dbpedia.org/property/creator_percent_28s_percent_29"
73,"http://dbpedia.org/ontology/aircraftAttack"
39,"http://dbpedia.org/property/established2Type"
5,"http://dbpedia.org/property/episcopal"
28236,"http://dbpedia.org/property/areaLandKm"
1,"http://dbpedia.org/property/yorkshireleague"
31,"http://dbpedia.org/property/servicenumber"
26,"http://dbpedia.org/property/lubecap"
16,"http://dbpedia.org/property/commemorated"
2,"http://dbpedia.org/property/areaUrbanSqKm"
623,"http://dbpedia.org/property/ecologicaltype"
3,"http://dbpedia.org/property/islandCouncillor"
1,"http://dbpedia.org/property/party3color"
31,"http://dbpedia.org/property/remas.Num"
2,"http://dbpedia.org/property/uniformedas"
3112,"http://dbpedia.org/property/total"
222,"http://dbpedia.org/property/passSystem"
26,"http://dbpedia.org/property/r3Title"
1,"http://dbpedia.org/property/psyhicalCoach"
5573,"http://dbpedia.org/property/engine"
1,"http://dbpedia.org/property/numberOfFastFoodRestaurants"
3,"http://dbpedia.org/property/ships"
3,"http://dbpedia.org/property/erhaltungszustand"
1,"http://dbpedia.org/property/executiveDean"
11,"http://dbpedia.org/property/junMean_percent_C2_percent_B0f"
1,"http://dbpedia.org/property/frCadastreAreaMagnitude"
1,"http://dbpedia.org/property/wardens"
1,"http://dbpedia.org/property/religiousBelief_percent_28s_percent_29"
3,"http://dbpedia.org/property/reissues"
1,"http://dbpedia.org/property/_percent_28www.jangaon.in_percent_29Type"
5,"http://dbpedia.org/property/communeType"
1,"http://dbpedia.org/property/issuer"
70,"http://dbpedia.org/property/rtitle"
1,"http://dbpedia.org/property/datePlace"
1,"http://dbpedia.org/property/mi"
258,"http://dbpedia.org/property/estCompletion"
1,"http://dbpedia.org/property/maximumRecordedFlow"
304,"http://dbpedia.org/ontology/beatifiedBy"
4,"http://dbpedia.org/property/faf"
1,"http://dbpedia.org/property/homeStadiun"
1,"http://dbpedia.org/property/stallions_percent_3Cbr/_percent_3EcoralCoastBoysFounded"
12,"http://dbpedia.org/property/transport"
8,"http://dbpedia.org/property/rd1Score12secondleg"
56,"http://dbpedia.org/property/natvar"
2,"http://dbpedia.org/property/dnamega"
112,"http://dbpedia.org/property/popdenKm"
338,"http://dbpedia.org/property/stock"
2061,"http://dbpedia.org/property/sports"
1,"http://dbpedia.org/property/seriesBilling"
5,"http://dbpedia.org/property/regdivisionchamps"
1,"http://dbpedia.org/property/areaTotalKm2_percent_28cityProper_percent_29"
498,"http://dbpedia.org/property/janPrecipInch"
27,"http://dbpedia.org/ontology/beltwayCity"
16,"http://dbpedia.org/property/previousoperator"
1,"http://dbpedia.org/property/cameraOperators"
6,"http://dbpedia.org/property/brands"
11,"http://dbpedia.org/ontology/Planet/minimumTemperature"
43,"http://dbpedia.org/property/closureDate"
1,"http://dbpedia.org/property/headOfSchools"
877,"http://dbpedia.org/property/metropolitanCounty"
1,"http://dbpedia.org/property/period10Text"
1167,"http://dbpedia.org/ontology/company"
65,"http://dbpedia.org/property/missEarth"
8742,"http://dbpedia.org/property/postTown"
1,"http://dbpedia.org/property/genodr"
1,"http://dbpedia.org/property/kms."
16,"http://dbpedia.org/property/height_percent_28m_percent_29"
2250,"http://dbpedia.org/property/jaKanji"
1,"http://dbpedia.org/property/lname"
1,"http://dbpedia.org/property/cleaunup"
27,"http://dbpedia.org/property/registrar"
631,"http://dbpedia.org/property/diocese"
8128,"http://dbpedia.org/property/landkreis"
7425,"http://dbpedia.org/property/album"
3,"http://dbpedia.org/property/eventonly"
25,"http://dbpedia.org/property/enrollTotal"
1,"http://dbpedia.org/property/lietenant"
2819,"http://dbpedia.org/property/colour"
314,"http://dbpedia.org/property/g"
303,"http://dbpedia.org/property/periastron"
27,"http://dbpedia.org/property/minimum"
11,"http://dbpedia.org/property/firstmeeting"
1,"http://dbpedia.org/property/bankruptcy"
1,"http://dbpedia.org/property/flagshipSchool"
5,"http://dbpedia.org/property/hypertransportFastest"
2,"http://dbpedia.org/property/athleticRival"
5,"http://dbpedia.org/property/govSeats"
13,"http://dbpedia.org/property/totalLengthMi"
1,"http://dbpedia.org/property/leptonNumber"
1,"http://dbpedia.org/property/website/Information"
52,"http://dbpedia.org/property/tracklength"
1,"http://dbpedia.org/property/qtrScore2A"
13,"http://dbpedia.org/property/voiceType_percent_28s_percent_29"
1,"http://dbpedia.org/property/thisRadioStationWasOriginallyStartedByWilliamMcgrath.AfterHeHadMadeAllThePreperationsForTheStation_percent_2CAForeignerNamedMangoLebrunastBrokeIntoTheBuildingInCentralOntarioAndForcedMcgrathToGiveMangoTheDeedToTheBuildingAndStation.MangoLebrunastFamilyStillOwnsTheStation.Image"
1,"http://dbpedia.org/property/angatype"
28,"http://dbpedia.org/property/fl2Time"
1,"http://dbpedia.org/property/horoscope"
4,"http://dbpedia.org/property/cognac"
1,"http://dbpedia.org/property/combatDesigner"
1,"http://dbpedia.org/property/imageWidtch"
1,"http://dbpedia.org/property/rd1Team08Goals"
25,"http://dbpedia.org/property/clip"
2,"http://dbpedia.org/ontology/headteacher"
32,"http://dbpedia.org/property/percentLand"
1,"http://dbpedia.org/property/trans_percent_2Bfat"
1,"http://dbpedia.org/property/source2LatM"
2,"http://dbpedia.org/property/nebulan"
84,"http://dbpedia.org/property/platformno"
22,"http://dbpedia.org/property/fertility"
1,"http://dbpedia.org/property/gangs"
115,"http://dbpedia.org/property/hm14Stat"
6,"http://dbpedia.org/property/seasonChamp3Name"
25,"http://dbpedia.org/property/districtOns"
1,"http://dbpedia.org/property/cur_percent_C3_percent_A9"
1,"http://dbpedia.org/property/occasionalVocalists"
18,"http://dbpedia.org/ontology/numberOfVineyards"
109,"http://dbpedia.org/property/eptMoneyFinishes"
831,"http://dbpedia.org/property/novPrecipMm"
35,"http://dbpedia.org/property/stage1time"
2,"http://dbpedia.org/property/rearcylindersize"
327,"http://dbpedia.org/property/sworn"
5,"http://dbpedia.org/property/vehiclesday"
18,"http://dbpedia.org/property/llg"
20,"http://dbpedia.org/property/mostSuccessful"
8,"http://dbpedia.org/property/componentA"
4,"http://dbpedia.org/property/cattop"
5,"http://dbpedia.org/property/nm"
21,"http://dbpedia.org/property/festerradstand"
1,"http://dbpedia.org/property/schoolLeadingUpTo"
78926,"http://dbpedia.org/property/utcOffset"
1,"http://dbpedia.org/property/lprcOilersFullname"
57,"http://dbpedia.org/property/lockups"
30,"http://dbpedia.org/property/frozenfourcity"
9544,"http://dbpedia.org/property/imdbId"
19,"http://dbpedia.org/property/confederationsCupFirst"
14,"http://dbpedia.org/ontology/serviceModule"
5,"http://dbpedia.org/property/indprize"
1,"http://dbpedia.org/property/caddieMaster"
1,"http://dbpedia.org/property/bSiide"
5,"http://dbpedia.org/property/nearestRailwayStation"
1,"http://dbpedia.org/property/seaBattleOf"
10,"http://dbpedia.org/property/staterock"
1,"http://dbpedia.org/property/_2007Season"
543,"http://dbpedia.org/property/crest"
4,"http://dbpedia.org/property/traveling"
7,"http://dbpedia.org/property/missTqiRep_percent_C3_percent_BAblicaDominicana"
6828,"http://dbpedia.org/property/directionA"
1,"http://dbpedia.org/property/localization"
52,"http://dbpedia.org/property/abovestyle"
3,"http://dbpedia.org/property/statusDate"
75,"http://dbpedia.org/property/phylumAuthority"
1,"http://dbpedia.org/property/illegitimateChildren"
21,"http://dbpedia.org/property/fastpass"
1,"http://dbpedia.org/property/cabinWidthAlt"
20,"http://dbpedia.org/property/acfstd"
1,"http://dbpedia.org/property/narrowelectro"
4,"http://dbpedia.org/property/raceStart"
14,"http://dbpedia.org/property/deans"
43,"http://dbpedia.org/property/satellites"
181,"http://dbpedia.org/property/resultyears"
24,"http://dbpedia.org/property/quelleLongGrad"
19,"http://dbpedia.org/ontology/fuelSystem"
56,"http://dbpedia.org/property/homename"
123,"http://dbpedia.org/property/retireddate"
12,"http://dbpedia.org/property/missionhighlight"
11,"http://dbpedia.org/property/week713Color"
193,"http://dbpedia.org/property/divisionTitles"
184,"http://dbpedia.org/property/otherwins"
1,"http://dbpedia.org/property/successoer"
1,"http://dbpedia.org/property/pins"
1,"http://dbpedia.org/property/constructionDuration"
437,"http://dbpedia.org/property/ind10avg"
172,"http://dbpedia.org/property/legistorm"
89,"http://dbpedia.org/property/abolished"
15,"http://dbpedia.org/property/rated"
1,"http://dbpedia.org/property/totalVideoGames"
1,"http://dbpedia.org/property/driverdiamter"
1,"http://dbpedia.org/property/starringNigggersssss"
119,"http://dbpedia.org/property/pm"
1,"http://dbpedia.org/property/collegeyears"
1,"http://dbpedia.org/property/finalAsia"
1,"http://dbpedia.org/property/idName"
1,"http://dbpedia.org/property/mynd"
2,"http://dbpedia.org/property/peak20a"
213,"http://dbpedia.org/property/englishReleaseDate"
296,"http://dbpedia.org/property/allMusic"
35,"http://dbpedia.org/property/topgoalkicker"
597,"http://dbpedia.org/ontology/id"
1,"http://dbpedia.org/property/dateissue"
24,"http://dbpedia.org/property/stateStart"
20,"http://dbpedia.org/property/blank3NameSec"
1,"http://dbpedia.org/property/legalGer"
1,"http://dbpedia.org/property/aflGoals"
1,"http://dbpedia.org/property/coastGuard"
8,"http://dbpedia.org/property/pixelCoa"
23,"http://dbpedia.org/ontology/supplementalDraftYear"
1,"http://dbpedia.org/property/_percent_D0_percent_BD_percent_D0_percent_B0_percent_D1_percent_87_percent_D0_percent_B8_percent_D0_percent_BD"
41,"http://dbpedia.org/ontology/totalTravellers"
1345,"http://dbpedia.org/property/partsStyle"
3,"http://dbpedia.org/property/aliases/nicknames"
16,"http://dbpedia.org/property/greenlodge"
12,"http://dbpedia.org/property/blankdetailstitle"
2,"http://dbpedia.org/property/floodlights"
43,"http://dbpedia.org/property/lastUsed"
1,"http://dbpedia.org/property/cars"
20,"http://dbpedia.org/property/winLabel"
3,"http://dbpedia.org/property/orgin"
1,"http://dbpedia.org/property/assit.Princ."
1,"http://dbpedia.org/property/languedocRoussillon"
236,"http://dbpedia.org/property/countryLargestCity"
2,"http://dbpedia.org/property/latestStableRelease"
1,"http://dbpedia.org/property/nofromAlbum"
10,"http://dbpedia.org/property/qf1Score"
18,"http://dbpedia.org/property/outerharborline"
1,"http://dbpedia.org/property/deathy"
73,"http://dbpedia.org/property/zincMg"
157,"http://dbpedia.org/property/notableStudents"
9,"http://dbpedia.org/property/thirdFlagvar"
13,"http://dbpedia.org/property/sr1564Years"
1196,"http://dbpedia.org/property/bowltourneyresult"
60,"http://dbpedia.org/property/allamericans"
2,"http://dbpedia.org/property/oralArgument"
1,"http://dbpedia.org/property/appmag_percent_28combined_percent_29V"
5,"http://dbpedia.org/property/allstar"
1,"http://dbpedia.org/property/poll4Nominee"
3,"http://dbpedia.org/property/aiHurling"
1,"http://dbpedia.org/property/aps"
29,"http://dbpedia.org/property/hung"
2,"http://dbpedia.org/property/i1Class"
97,"http://dbpedia.org/property/uncles"
1991,"http://dbpedia.org/property/laterwork"
1,"http://dbpedia.org/property/overlay19colour"
2,"http://dbpedia.org/property/achsfolge"
1,"http://dbpedia.org/property/_percent_3CimgSrc"
750,"http://dbpedia.org/property/ruClubyears"
21,"http://dbpedia.org/property/totaldelegates"
13,"http://dbpedia.org/property/epSeats"
215,"http://dbpedia.org/property/gamecount"
4,"http://dbpedia.org/property/noBowlChamps"
1269434,"http://dbpedia.org/property/reference"
1,"http://dbpedia.org/property/serviceareaTtextcolor"
1,"http://dbpedia.org/property/week2019Color"
