1,0.135,2,68756,0,0
2,0.123,2,68756,0,0
3,4.32,403,14301300,0,0
4,0.859,44,1579516,0,0
5,4.98,403,14298714,0,0
6,5.182,403,14298966,0,0
7,4.97,403,14300240,0,0
8,0.889,44,1579052,0,0
9,12.895,4219,37175122,0,0
10,9.603,4218,30270328,0,0
11,14.06,4219,37060742,0,0
12,1.093,44,1579284,0,0
13,14.493,4219,37139454,0,0
14,4.078,403,14303204,0,0
15,3.869,403,14299592,0,0
16,4.904,403,14299924,0,0
17,5.18,403,14298446,0,0
18,11.831,4219,37260222,0,0
19,12.574,4219,37234062,0,0
20,14.903,4219,37019110,0,0
21,14.203,4219,37191494,0,0
22,5.141,403,14301192,0,0
23,3.151,403,14300194,0,0
24,4.835,403,14298170,0,0
25,5.252,403,14301046,0,0
26,3.507,403,14301102,0,0
27,4.635,403,14301708,0,0
28,12.654,735,26359352,0,0
29,12.972,733,26295116,0,0
30,12.873,4219,36952962,0,0
31,9.213,4260,28340416,0,0
32,0.663,44,1579980,0,0
33,3.78,403,14298844,0,0
34,3.931,403,14304798,0,0
35,3.655,403,14309108,0,0
36,9.968,4218,30293416,0,0
37,12.237,4219,37281918,0,0
38,0.91,44,1579284,0,0
39,13.006,4219,37052430,0,0
40,3.708,403,14298444,0,0
41,4.842,403,14303178,0,0
42,12.731,4219,37159634,0,0
43,12.11,4219,37232822,0,0
44,13.182,4219,37113398,0,0
45,4.966,403,14306304,0,0
46,3.215,403,14298476,0,0
47,4.718,403,14300434,0,0
48,4.929,403,14300964,0,0
49,3.534,403,14299036,0,0
50,5.199,403,14305192,0,0
51,9.874,722,25981296,0,0
52,8.093,705,25300452,0,0
